lon;lat;Model1;Model2;Model3;GSMaP
137,88 ;1,00 ;10,47;15,66;12,91;93,12
137,88 ;1,13 ;10,69;13,42;14,48;90,48
137,88 ;1,25 ;10;13,05;13,55;88,56
137,88 ;1,38 ;10,91;13,11;10,8;83,04
137,88 ;1,50 ;7,69;12,66;11,58;82,32
137,88 ;1,63 ;7,84;12,55;12,56;80,64
137,88 ;1,75 ;7,38;11,47;11,42;68,88
137,88 ;1,88 ;7,56;12,55;10,09;55,68
137,88 ;2,00 ;8,28;10,14;10,06;48,96
137,88 ;2,13 ;7,28;9,47;9,59;52,32
137,88 ;2,25 ;7,06;8,06;9,58;53,28
137,88 ;2,38 ;7,19;5,33;9,92;50,4
137,88 ;2,50 ;7,06;5,22;10,75;45,36
137,88 ;2,63 ;9,25;5,25;10,83;43,68
137,88 ;2,75 ;9,88;4,8;9,83;36,96
137,88 ;2,88 ;9,25;3,88;10,67;24,24
137,88 ;3,00 ;8,62;3,67;11,12;10,08
137,88 ;3,13 ;7,44;3,56;9,3;13,44
137,88 ;3,25 ;5,97;3,89;9,91;14,88
137,88 ;3,38 ;5,16;4,83;9,03;14,64
137,88 ;3,50 ;4,66;6,09;6,47;13,44
137,88 ;3,63 ;4,66;4,39;4,64;11,76
137,88 ;3,75 ;4,59;5,55;3,58;20,64
137,88 ;3,88 ;5,38;6,5;3,44;21,36
137,88 ;4,00 ;5,38;7,48;4,03;24
137,88 ;4,13 ;4,41;9,84;3,78;27,6
137,88 ;4,25 ;5,34;10,5;3,38;30,48
137,88 ;4,38 ;7,47;9,81;3,56;26,16
137,88 ;4,50 ;5,91;8,67;3,84;24
137,88 ;4,63 ;5,94;7,02;3,66;21,6
137,88 ;4,75 ;5,91;6,77;3,55;17,76
137,88 ;4,88 ;6,25;7,45;3,58;14,88
137,88 ;5,00 ;5,84;8,39;3,28;10,8
137,88 ;5,13 ;7,22;7,31;3,62;13,92
137,88 ;5,25 ;7,88;7,25;3,67;15,84
137,88 ;5,38 ;8,88;7,73;3,19;13,92
137,88 ;5,50 ;9,88;8,42;3,84;9,12
137,88 ;5,63 ;10,47;8,12;3,62;6,48
137,88 ;5,75 ;10,97;10,03;3,7;3,6
137,88 ;5,88 ;12,06;11,33;3,06;3,12
137,88 ;6,00 ;12,38;9,98;3,31;1,68
137,88 ;6,13 ;10,81;10,69;2,98;0,96
137,88 ;6,25 ;9,47;10,06;2,75;0,96
137,88 ;6,38 ;8,59;9,39;3,17;0,48
137,88 ;6,50 ;8,84;7,84;3,7;0,24
137,88 ;6,63 ;8,28;6,69;4,03;0,24
137,88 ;6,75 ;7,88;6,11;4,98;0,24
137,88 ;6,88 ;8,22;5,55;5,27;0
137,88 ;7,00 ;7,78;4,69;5,11;0
137,88 ;7,13 ;7,88;5,19;5,73;0,48
137,88 ;7,25 ;7,66;5,48;5,05;0,72
137,88 ;7,38 ;9,38;5,27;5,11;0,48
137,88 ;7,50 ;9,62;5,25;5,12;0,48
137,88 ;7,63 ;10,44;5,86;4,59;0,48
137,88 ;7,75 ;11,03;6,02;4,34;0,48
137,88 ;7,88 ;11,28;6,22;5,14;0,96
137,88 ;8,00 ;10,19;6,45;6,86;0,96
137,88 ;8,13 ;10,47;6,22;5,59;0,96
137,88 ;8,25 ;11,19;6,2;3,83;0,96
137,88 ;8,38 ;10,59;5,66;3,91;1,2
137,88 ;8,50 ;11,72;5,22;3,45;1,44
137,88 ;8,63 ;12,12;4,73;3,17;1,44
137,88 ;8,75 ;13;4,06;3,39;1,92
137,88 ;8,88 ;12,34;4,56;4,55;3,12
137,88 ;9,00 ;12,31;5,06;4,89;3,6
137,88 ;9,13 ;11,75;5,61;7,36;4,32
137,88 ;9,25 ;10,78;5,02;10,16;4,56
137,88 ;9,38 ;9,72;4,19;8,16;4,08
137,88 ;9,50 ;8,22;4,11;12,5;4,8
137,88 ;9,63 ;7,19;4,36;16,33;4,8
137,88 ;9,75 ;7,12;4,36;15,84;5,04
137,88 ;9,88 ;6,5;4,62;14,14;4,8
137,88 ;10,00 ;5,66;4,06;11,95;7,68
138,00 ;-10,00 ;0,5;1,03;0,61;0
138,00 ;-9,88 ;0,47;0,91;0,7;0
138,00 ;-9,75 ;0,44;0,83;0,45;0
138,00 ;-9,63 ;0,62;1,06;0,52;0
138,00 ;-9,50 ;0,91;0,84;0,64;0
138,00 ;-9,38 ;0,81;0,92;0,84;0
138,00 ;-9,25 ;1,06;1,2;0,42;0
138,00 ;-9,13 ;1,19;1,02;0,59;0
138,00 ;-9,00 ;1,25;0,88;0,73;0
138,00 ;-8,88 ;1,28;1,05;0,95;0
138,00 ;-8,75 ;1,84;1,31;0,77;0
138,00 ;-8,63 ;1,44;1,38;1;0
138,00 ;-8,50 ;2,28;1,45;1,59;0
138,00 ;-8,38 ;1,53;1,25;1,58;0
138,00 ;-8,25 ;0,56;0,22;0,62;0
138,00 ;-8,13 ;0,25;0,05;0,39;0
138,00 ;-8,00 ;0,16;0,02;0,33;0
138,00 ;-7,88 ;0,12;0,02;0,36;0
138,00 ;-7,75 ;0,03;0;0,09;0
138,00 ;-7,63 ;0;0;0;0
138,00 ;-7,50 ;0;0;0;0
138,00 ;-7,38 ;0;0;0;0
138,00 ;-7,25 ;0;0;0,06;0
138,00 ;-7,13 ;0,03;0,41;0,44;0
138,00 ;-7,00 ;0,34;0,8;0,97;0
138,00 ;-6,88 ;0,66;0,69;0,84;0
138,00 ;-6,75 ;1,34;0,62;0,25;0
138,00 ;-6,63 ;2,16;1,58;0,75;0
138,00 ;-6,50 ;2,47;2,58;0,94;0
138,00 ;-6,38 ;1,09;2,73;1,42;0
138,00 ;-6,25 ;2,19;3,36;1,83;0
138,00 ;-6,13 ;2,97;2,75;1,83;0
138,00 ;-6,00 ;3;2,23;1,77;0
138,00 ;-5,88 ;2,09;2,7;1,14;0
138,00 ;-5,75 ;1,59;1,53;0,55;0
138,00 ;-5,63 ;1,91;1,61;0,61;0
138,00 ;-5,50 ;1,97;1,75;0,58;0
138,00 ;-5,38 ;2,16;1,38;1,33;0
138,00 ;-5,25 ;2,16;1,64;1,5;0
138,00 ;-5,13 ;2,94;2,36;1,78;0
138,00 ;-5,00 ;2,75;3,39;2,02;0
138,00 ;-4,88 ;2,78;2,55;3,11;0,24
138,00 ;-4,75 ;4,75;3,36;2,17;0,24
138,00 ;-4,63 ;22,78;5,23;3,75;0,48
138,00 ;-4,50 ;22,31;5,2;3,5;0,72
138,00 ;-4,38 ;28,38;6,53;10,88;0,48
138,00 ;-4,25 ;44,94;6,7;24,09;0,96
138,00 ;-4,13 ;33,84;3,64;13,69;0,96
138,00 ;-4,00 ;19,84;13,55;5,09;0
138,00 ;-3,88 ;12,28;13,75;10,58;0
138,00 ;-3,75 ;16,5;13,95;15,84;0,48
138,00 ;-3,63 ;15,66;16,5;10,19;0,96
138,00 ;-3,50 ;25,66;9,3;11,92;0
138,00 ;-3,38 ;28,44;6,78;18,2;0
138,00 ;-3,25 ;14,62;13,72;18,03;2,64
138,00 ;-3,13 ;10,38;16,5;16,66;2,64
138,00 ;-3,00 ;6,03;9,97;6,73;6,48
138,00 ;-2,88 ;9,06;7;10,95;4,08
138,00 ;-2,75 ;8,38;9,23;10,81;0,24
138,00 ;-2,63 ;6,16;9,84;7,84;0,24
138,00 ;-2,50 ;3,38;5,7;7,44;4,08
138,00 ;-2,38 ;6,91;8,61;13,42;6,96
138,00 ;-2,25 ;6,34;6,44;7,88;7,44
138,00 ;-2,13 ;10,94;15,55;11,78;4,8
138,00 ;-2,00 ;5,5;10,45;10,11;6,96
138,00 ;-1,88 ;6,59;11,53;9,81;7,68
138,00 ;-1,75 ;10,38;11,88;10,31;11,04
138,00 ;-1,63 ;10,56;15,89;17,09;12,24
138,00 ;-1,50 ;13,47;24,73;13,45;17,76
138,00 ;-1,38 ;15,06;24,84;23,08;17,52
138,00 ;-1,25 ;14,44;27,5;26,39;18,24
138,00 ;-1,13 ;15,69;28,81;24,8;20,4
138,00 ;-1,00 ;16,09;26,48;24,11;23,76
138,00 ;-0,88 ;17,59;27,39;25,8;16,08
138,00 ;-0,75 ;15;26,77;27,12;13,44
138,00 ;-0,63 ;16,62;27,12;29,05;12
138,00 ;-0,50 ;15,59;21,86;25,28;5,28
138,00 ;-0,38 ;15,59;25,34;23,83;2,4
138,00 ;-0,25 ;14,66;25,39;23,19;0,96
138,00 ;-0,13 ;12,97;26,47;25,84;1,2
138,00 ;0,00 ;12,94;26,62;25,7;0,72
138,00 ;0,13 ;12,47;25,64;26,44;1,2
138,00 ;0,25 ;12,53;22,55;24,28;1,2
138,00 ;0,38 ;12,41;23,61;20,42;1,68
138,00 ;0,50 ;11,91;24,25;21,16;7,2
138,00 ;0,63 ;11,91;21,25;19,77;7,68
138,00 ;0,75 ;11,66;22,17;19,45;8,64
138,00 ;0,88 ;11,53;19,73;14,69;14,4
138,00 ;1,00 ;11,44;17,19;13,11;71,04
138,00 ;1,13 ;10,09;13,66;12,95;79,92
138,00 ;1,25 ;9,75;13,78;14,92;90,48
138,00 ;1,38 ;9,66;14,3;11,78;94,32
138,00 ;1,50 ;7,31;13,09;11,45;76,32
138,00 ;1,63 ;6,44;12,09;11,73;83,52
138,00 ;1,75 ;6,19;11,59;10,27;79,44
138,00 ;1,88 ;7,44;13,47;9,8;64,8
138,00 ;2,00 ;7,69;10,59;8,62;55,68
138,00 ;2,13 ;7,66;9,09;9,62;62,88
138,00 ;2,25 ;6,91;7,38;9,7;64,32
138,00 ;2,38 ;6,66;5,59;10,33;62,4
138,00 ;2,50 ;6,25;5,08;9,28;67,2
138,00 ;2,63 ;7;5,27;8,97;52,56
138,00 ;2,75 ;8,47;5,19;9,12;41,04
138,00 ;2,88 ;9,03;3,39;9,72;31,2
138,00 ;3,00 ;8,59;3,2;10,64;20,16
138,00 ;3,13 ;8;3,77;8,91;19,44
138,00 ;3,25 ;7,06;4,16;9,08;14,88
138,00 ;3,38 ;6,84;4,19;9,06;15,84
138,00 ;3,50 ;5,28;5,23;7,06;12,24
138,00 ;3,63 ;5,03;5,83;5,09;12,24
138,00 ;3,75 ;5,19;5,67;3,69;21,6
138,00 ;3,88 ;5,91;7,19;3,23;30
138,00 ;4,00 ;6;8,05;4,08;36
138,00 ;4,13 ;5,5;9,58;4,2;38,64
138,00 ;4,25 ;5,25;10,83;4,72;40,8
138,00 ;4,38 ;5,5;9,23;4,86;38,16
138,00 ;4,50 ;6,22;8,88;4,38;39,12
138,00 ;4,63 ;6,16;7,73;3,98;35,52
138,00 ;4,75 ;6,25;7,03;2,97;26,64
138,00 ;4,88 ;7,56;7,27;3,06;17,76
138,00 ;5,00 ;7,72;7,94;3,48;9,12
138,00 ;5,13 ;9,38;7,92;3,41;9,84
138,00 ;5,25 ;10,44;7,88;3,89;13,44
138,00 ;5,38 ;11,06;8,12;3,41;14,16
138,00 ;5,50 ;10,66;8;3,66;7,44
138,00 ;5,63 ;11,41;8,94;3,83;6
138,00 ;5,75 ;11,72;10,22;3,55;4,08
138,00 ;5,88 ;11,78;9,58;3,5;2,64
138,00 ;6,00 ;10,5;9,48;3,84;1,2
138,00 ;6,13 ;9,72;9,72;3,41;0,48
138,00 ;6,25 ;9,66;9,62;3,27;0,24
138,00 ;6,38 ;9,09;9,06;3,41;0,24
138,00 ;6,50 ;8,25;8,38;2,83;0,24
138,00 ;6,63 ;8,44;6,42;3,31;0,24
138,00 ;6,75 ;7,91;6,17;4,19;0
138,00 ;6,88 ;8,59;6,25;4,45;0
138,00 ;7,00 ;8,19;5,27;6,08;0,24
138,00 ;7,13 ;9,16;5,06;5,8;0
138,00 ;7,25 ;9,56;6,03;5,11;0,24
138,00 ;7,38 ;10,66;5,05;5,14;0,48
138,00 ;7,50 ;10,84;4,7;4,27;0,24
138,00 ;7,63 ;11,12;5,59;4,28;0,24
138,00 ;7,75 ;10,75;5,98;4,38;0,24
138,00 ;7,88 ;11,78;5,52;5,53;0,24
138,00 ;8,00 ;11,06;5,27;5,66;0,96
138,00 ;8,13 ;10,22;4,78;4,61;0,96
138,00 ;8,25 ;11,28;5,09;3,83;1,2
138,00 ;8,38 ;10,97;3,75;3,02;1,2
138,00 ;8,50 ;10,62;3,5;3;1,44
138,00 ;8,63 ;12,59;3,73;3,61;1,92
138,00 ;8,75 ;13,5;4,06;3,38;2,88
138,00 ;8,88 ;12,28;4,88;4,25;4,32
138,00 ;9,00 ;11,16;4,81;6,02;5,52
138,00 ;9,13 ;11,03;4,38;9,02;5,76
138,00 ;9,25 ;9,69;3,92;9,64;5,76
138,00 ;9,38 ;7,56;4;10,55;6,24
138,00 ;9,50 ;7,69;4,25;14,56;6,48
138,00 ;9,63 ;7,97;4,52;16,53;6,96
138,00 ;9,75 ;7,12;4,19;14,38;7,68
138,00 ;9,88 ;6,25;3,64;12,64;8,4
138,00 ;10,00 ;5,91;3,66;11,23;13,92
138,13 ;-10,00 ;0,53;0,77;0,61;0
138,13 ;-9,88 ;0,59;0,86;0,62;0
138,13 ;-9,75 ;0,44;0,86;0,45;0
138,13 ;-9,63 ;0,75;0,92;0,58;0
138,13 ;-9,50 ;0,94;0,84;0,95;0
138,13 ;-9,38 ;0,88;1,41;0,66;0
138,13 ;-9,25 ;1,16;1,17;0,69;0
138,13 ;-9,13 ;1,22;0,92;0,67;0
138,13 ;-9,00 ;1,38;0,91;0,78;0
138,13 ;-8,88 ;1,62;1,02;1,11;0
138,13 ;-8,75 ;1,69;1,25;0,86;0
138,13 ;-8,63 ;1,5;1,47;1,22;0
138,13 ;-8,50 ;2,03;1,45;1,73;0
138,13 ;-8,38 ;1,5;0,7;1,31;0
138,13 ;-8,25 ;0,69;0,22;0,67;0
138,13 ;-8,13 ;0,38;0,08;0,58;0
138,13 ;-8,00 ;0,16;0,02;0,38;0
138,13 ;-7,88 ;0,09;0,02;0,2;0
138,13 ;-7,75 ;0;0;0,08;0
138,13 ;-7,63 ;0;0;0,02;0
138,13 ;-7,50 ;0;0;0;0
138,13 ;-7,38 ;0;0;0;0
138,13 ;-7,25 ;0;0;0,08;0
138,13 ;-7,13 ;0,03;0,25;0,53;0
138,13 ;-7,00 ;0,5;0,91;1,09;0
138,13 ;-6,88 ;0,62;0,83;0,94;0
138,13 ;-6,75 ;0,75;0,41;0,2;0
138,13 ;-6,63 ;1,62;0,86;0,8;0
138,13 ;-6,50 ;2,47;1,36;0,48;0
138,13 ;-6,38 ;1,12;1,83;0,92;0
138,13 ;-6,25 ;1,28;2,38;1,44;0
138,13 ;-6,13 ;2,16;1,47;1,59;0
138,13 ;-6,00 ;1,91;1,28;0,38;0
138,13 ;-5,88 ;0,59;0,59;0,08;0
138,13 ;-5,75 ;0,78;0,83;0,14;0
138,13 ;-5,63 ;2,03;1,06;0,8;0
138,13 ;-5,50 ;1,34;1,36;0,61;0
138,13 ;-5,38 ;2,31;1,73;1,03;0
138,13 ;-5,25 ;1,62;1,59;1,25;0
138,13 ;-5,13 ;2,41;1,97;1,75;0
138,13 ;-5,00 ;3,19;2,73;2,83;0
138,13 ;-4,88 ;2,84;3,39;3,45;0,24
138,13 ;-4,75 ;6,88;6,25;3,59;0,24
138,13 ;-4,63 ;27,19;9,23;2,86;0,72
138,13 ;-4,50 ;24,12;4,72;3,31;1,44
138,13 ;-4,38 ;54,03;6,94;16,02;0,72
138,13 ;-4,25 ;79,31;9,28;24,42;0,96
138,13 ;-4,13 ;50,38;4,53;11,34;1,68
138,13 ;-4,00 ;32,66;13,5;4,41;0
138,13 ;-3,88 ;14,12;13,52;10,48;0
138,13 ;-3,75 ;17,44;15,12;15,28;0,48
138,13 ;-3,63 ;10,53;23,81;15,09;0,48
138,13 ;-3,50 ;27,88;16,42;25,64;1,44
138,13 ;-3,38 ;31,34;12,86;25,61;0
138,13 ;-3,25 ;14,66;10,72;17,78;2,64
138,13 ;-3,13 ;8,16;16,27;14,08;2,64
138,13 ;-3,00 ;4,91;6,98;8,33;3,84
138,13 ;-2,88 ;8,34;8,66;9,88;3,36
138,13 ;-2,75 ;5,59;6,02;7,78;0,48
138,13 ;-2,63 ;3,31;5,39;2,88;0,24
138,13 ;-2,50 ;7,34;8,61;12,48;0,24
138,13 ;-2,38 ;6,94;6,92;13,98;6,96
138,13 ;-2,25 ;3,25;9,64;2,05;7,68
138,13 ;-2,13 ;8,03;12,58;10,92;8,64
138,13 ;-2,00 ;3,75;20,27;6,94;12
138,13 ;-1,88 ;6,91;12,8;6,64;15,6
138,13 ;-1,75 ;10,28;17,44;11,56;17,76
138,13 ;-1,63 ;11,41;18,14;11,17;19,44
138,13 ;-1,50 ;15,16;25,44;20,89;19,2
138,13 ;-1,38 ;16,5;30,8;27,41;20,16
138,13 ;-1,25 ;16,12;29,53;26,48;21,12
138,13 ;-1,13 ;18,94;30,08;23,12;24
138,13 ;-1,00 ;17,06;26,78;22,33;23,76
138,13 ;-0,88 ;16,97;28,12;24,78;20,16
138,13 ;-0,75 ;15,16;24,42;26,55;12,96
138,13 ;-0,63 ;17,91;23,73;30,27;11,28
138,13 ;-0,50 ;16,59;22,45;27,66;6,24
138,13 ;-0,38 ;14,56;22,8;24,73;4,56
138,13 ;-0,25 ;14,97;25,47;25,97;1,2
138,13 ;-0,13 ;14,03;25,97;27,5;1,68
138,13 ;0,00 ;14,16;22,25;26,14;2,16
138,13 ;0,13 ;12,41;24,66;23,77;0,96
138,13 ;0,25 ;14,38;27,03;25,12;1,44
138,13 ;0,38 ;12,88;28,19;19;0,72
138,13 ;0,50 ;12,41;29,3;19,06;6,48
138,13 ;0,63 ;10,78;23,31;17,27;9,36
138,13 ;0,75 ;10,38;20,92;17,12;9,6
138,13 ;0,88 ;11,38;18,84;15,12;8,4
138,13 ;1,00 ;10,62;16,23;14,02;51,84
138,13 ;1,13 ;9,94;14,14;13,86;61,44
138,13 ;1,25 ;9,69;15,34;14,72;88,8
138,13 ;1,38 ;9,28;15,31;12,22;90,24
138,13 ;1,50 ;7,34;12,59;11,83;80,88
138,13 ;1,63 ;5,97;12,95;10,56;87,6
138,13 ;1,75 ;4,75;10,81;9,67;81,84
138,13 ;1,88 ;5,81;11;8,94;68,16
138,13 ;2,00 ;6,62;10,69;6,69;67,2
138,13 ;2,13 ;6,84;8,39;7,59;66,24
138,13 ;2,25 ;7;7,59;9,95;66,24
138,13 ;2,38 ;7,25;6,22;9,92;66
138,13 ;2,50 ;6,72;5,03;8,89;75,12
138,13 ;2,63 ;6,22;5,31;8,42;56,4
138,13 ;2,75 ;7,28;4,73;8,86;42,72
138,13 ;2,88 ;8,91;4,02;9,19;37,92
138,13 ;3,00 ;8,59;3,67;8,91;20,88
138,13 ;3,13 ;7,38;3,44;8,23;18,24
138,13 ;3,25 ;7,16;4,47;7,17;17,76
138,13 ;3,38 ;7,09;4,58;6,88;15,6
138,13 ;3,50 ;5,62;4,31;6,28;12
138,13 ;3,63 ;5,47;6,53;5,44;12,96
138,13 ;3,75 ;5,12;7,25;3,92;22,32
138,13 ;3,88 ;5,56;8,22;3,77;25,2
138,13 ;4,00 ;5,81;7,67;3,95;40,08
138,13 ;4,13 ;5,78;8,45;4,17;42,24
138,13 ;4,25 ;5,75;9,62;4,72;46,56
138,13 ;4,38 ;5,62;8,64;4,73;46,08
138,13 ;4,50 ;6,16;8,11;4,59;49,2
138,13 ;4,63 ;6,56;7,62;4,36;42,96
138,13 ;4,75 ;7,12;7,92;4,09;31,92
138,13 ;4,88 ;8,53;7,91;3,52;19,68
138,13 ;5,00 ;9,66;7,94;4,3;10,08
138,13 ;5,13 ;11,28;8,89;4,25;9,84
138,13 ;5,25 ;12,28;8,84;3,97;12,72
138,13 ;5,38 ;13,19;8,73;3,7;12,24
138,13 ;5,50 ;12,97;8,52;3,7;7,2
138,13 ;5,63 ;12;9,81;4,03;6,96
138,13 ;5,75 ;11,81;10,42;4,23;4,56
138,13 ;5,88 ;10,59;8,55;4,92;2,64
138,13 ;6,00 ;8,59;8,56;4,55;0,96
138,13 ;6,13 ;8,97;9,42;3,83;0,72
138,13 ;6,25 ;9,47;9,47;3,64;0,48
138,13 ;6,38 ;10,38;8,83;2,61;0,24
138,13 ;6,50 ;9,75;7,88;2,45;0,48
138,13 ;6,63 ;9,78;6,02;2,86;0,24
138,13 ;6,75 ;9,88;5,59;3,08;0
138,13 ;6,88 ;9,5;5,78;4,05;0
138,13 ;7,00 ;9,41;5,59;5,78;0,24
138,13 ;7,13 ;10;5,36;5,14;0
138,13 ;7,25 ;10,25;5,44;5,55;0
138,13 ;7,38 ;11,38;5,22;5;0,24
138,13 ;7,50 ;11,5;5,09;4,12;0,24
138,13 ;7,63 ;12,75;5,08;4,19;0,24
138,13 ;7,75 ;13,53;5,47;5,67;0
138,13 ;7,88 ;12,66;5,47;5,09;0
138,13 ;8,00 ;12,03;4,83;4,97;0,72
138,13 ;8,13 ;11,53;4,34;4,33;1,68
138,13 ;8,25 ;11,75;4,3;2,61;1,44
138,13 ;8,38 ;10,94;3,56;2,83;1,2
138,13 ;8,50 ;11,72;2,98;2,97;1,2
138,13 ;8,63 ;11,84;3,67;2,89;1,92
138,13 ;8,75 ;12,88;4,06;2,8;3,12
138,13 ;8,88 ;11,25;4,67;4,16;4,8
138,13 ;9,00 ;10,38;4,42;7,55;6,72
138,13 ;9,13 ;9,62;3,7;9,86;6,72
138,13 ;9,25 ;8,84;3,69;8,42;8,16
138,13 ;9,38 ;6,72;3,98;12,36;7,92
138,13 ;9,50 ;7,47;3,83;14,89;8,64
138,13 ;9,63 ;7,19;3,91;15,3;9,36
138,13 ;9,75 ;7,94;3,25;12,97;10,08
138,13 ;9,88 ;7,03;1,98;11,69;11,04
138,13 ;10,00 ;7,03;3,14;10,06;16,8
138,25 ;-10,00 ;0,5;0,72;0,53;0
138,25 ;-9,88 ;0,56;0,89;0,66;0
138,25 ;-9,75 ;0,38;0,88;0,48;0
138,25 ;-9,63 ;0,62;0,86;0,47;0
138,25 ;-9,50 ;1,16;0,91;0,72;0
138,25 ;-9,38 ;0,88;1,09;0,61;0
138,25 ;-9,25 ;1,31;1,05;0,72;0
138,25 ;-9,13 ;1,22;1,03;0,78;0
138,25 ;-9,00 ;1,44;0,97;0,78;0
138,25 ;-8,88 ;1,59;1,12;0,75;0
138,25 ;-8,75 ;1,5;0,98;1,02;0
138,25 ;-8,63 ;1,47;1,39;1,45;0
138,25 ;-8,50 ;1,75;1,33;1,91;0
138,25 ;-8,38 ;1,94;0,84;1,88;0
138,25 ;-8,25 ;0,59;0,2;0,61;0
138,25 ;-8,13 ;0,31;0,09;0,72;0
138,25 ;-8,00 ;0,19;0,03;0,42;0
138,25 ;-7,88 ;0,09;0,02;0,12;0
138,25 ;-7,75 ;0,03;0,02;0,16;0
138,25 ;-7,63 ;0;0,02;0,02;0
138,25 ;-7,50 ;0;0;0;0
138,25 ;-7,38 ;0;0;0;0
138,25 ;-7,25 ;0;0;0;0
138,25 ;-7,13 ;0,03;0,17;0,48;0
138,25 ;-7,00 ;0,38;0,73;0,91;0
138,25 ;-6,88 ;0,66;0,78;0,81;0
138,25 ;-6,75 ;0,12;0,06;0,23;0
138,25 ;-6,63 ;0,31;0,09;0,45;0
138,25 ;-6,50 ;1,75;0,78;0,23;0
138,25 ;-6,38 ;0,94;0,41;0,53;0
138,25 ;-6,25 ;0,06;0,06;0,27;0
138,25 ;-6,13 ;0,16;0,11;0,06;0
138,25 ;-6,00 ;0,22;0,25;0,05;0
138,25 ;-5,88 ;1,41;1,11;0,45;0
138,25 ;-5,75 ;0,72;1,06;0,16;0
138,25 ;-5,63 ;0,84;0,95;0,36;0
138,25 ;-5,50 ;1,41;1,14;0,67;0
138,25 ;-5,38 ;1,88;1,92;1,73;0
138,25 ;-5,25 ;1,62;1,45;1,56;0
138,25 ;-5,13 ;2,59;2,12;2,19;0
138,25 ;-5,00 ;2,97;2,88;3,03;0
138,25 ;-4,88 ;2,12;4,67;2,69;0
138,25 ;-4,75 ;7,69;8,33;2,84;0,24
138,25 ;-4,63 ;15,72;10,62;2,08;0,72
138,25 ;-4,50 ;30,56;6,44;4,05;0,96
138,25 ;-4,38 ;81,81;19,03;15,09;1,44
138,25 ;-4,25 ;81,53;16,34;21,55;1,92
138,25 ;-4,13 ;37,19;5,25;7,52;1,2
138,25 ;-4,00 ;21,09;9,3;7,08;0
138,25 ;-3,88 ;7,72;7,14;9,91;0
138,25 ;-3,75 ;8,03;10,61;12,86;0
138,25 ;-3,63 ;3,41;13,25;13,55;0,48
138,25 ;-3,50 ;14,81;25,12;31,62;1,68
138,25 ;-3,38 ;27,56;16,16;34,89;0
138,25 ;-3,25 ;9,38;6,55;16,94;1,44
138,25 ;-3,13 ;9,66;21,41;18,36;1,44
138,25 ;-3,00 ;6,28;10,03;8,2;6
138,25 ;-2,88 ;4,81;6,2;10,64;3,6
138,25 ;-2,75 ;8,5;7,88;11,8;0,48
138,25 ;-2,63 ;3,09;5,28;3,42;0,72
138,25 ;-2,50 ;10,97;15,86;19,7;3,36
138,25 ;-2,38 ;12,06;16,02;23,05;8,64
138,25 ;-2,25 ;1,53;8,66;5,94;10,08
138,25 ;-2,13 ;5,38;14,86;13,7;10,32
138,25 ;-2,00 ;8,84;13,67;7,17;13,92
138,25 ;-1,88 ;6,16;12,36;7,34;15,6
138,25 ;-1,75 ;14,12;13,38;12,75;21,6
138,25 ;-1,63 ;10,62;17,69;12;22,08
138,25 ;-1,50 ;16,94;24,67;27,83;21,84
138,25 ;-1,38 ;17,38;31,48;28,58;23,76
138,25 ;-1,25 ;19,34;33,22;30,11;32,88
138,25 ;-1,13 ;21,5;33,89;25,59;35,04
138,25 ;-1,00 ;18,5;29,91;22,97;23,28
138,25 ;-0,88 ;19,81;29,61;26,66;21,6
138,25 ;-0,75 ;18,5;27,45;28,89;19,92
138,25 ;-0,63 ;19,38;23,66;30,53;9,84
138,25 ;-0,50 ;16,88;24,5;29,11;4,08
138,25 ;-0,38 ;16,72;20,53;25,72;3,84
138,25 ;-0,25 ;16,16;24,2;24,31;3,36
138,25 ;-0,13 ;15,19;23,61;26,58;2,4
138,25 ;0,00 ;15,59;23,7;26,16;2,4
138,25 ;0,13 ;15,25;25,12;24,06;0,96
138,25 ;0,25 ;15,22;24,3;22,62;0,72
138,25 ;0,38 ;13,16;26,47;22,47;0,72
138,25 ;0,50 ;12,31;28,06;19,06;4,8
138,25 ;0,63 ;11,84;24,2;15,45;3,6
138,25 ;0,75 ;10;19,34;14,55;3,84
138,25 ;0,88 ;9,88;19,34;15,86;5,04
138,25 ;1,00 ;10,69;17,22;17,34;50,16
138,25 ;1,13 ;9,56;16,23;15,8;54,48
138,25 ;1,25 ;10,56;15,34;12,28;75,12
138,25 ;1,38 ;10,22;14,55;12,88;93,84
138,25 ;1,50 ;7,94;14,98;10,2;90,24
138,25 ;1,63 ;6,62;12,94;10,36;96,24
138,25 ;1,75 ;5,44;10,48;8,91;89,52
138,25 ;1,88 ;5,41;10,47;8,83;69,12
138,25 ;2,00 ;5,47;9,16;8,62;72,96
138,25 ;2,13 ;6,34;7,7;8,44;70,56
138,25 ;2,25 ;6,75;7,84;10,75;72,24
138,25 ;2,38 ;7,28;6,31;10,58;73,92
138,25 ;2,50 ;6,75;4,7;9,41;71,52
138,25 ;2,63 ;6,31;4,83;7,19;59,52
138,25 ;2,75 ;7,75;4,98;7,59;50,4
138,25 ;2,88 ;8,47;4,5;8,14;40,8
138,25 ;3,00 ;8,72;3,12;8,12;26,16
138,25 ;3,13 ;7,78;3,36;6,86;19,44
138,25 ;3,25 ;7,56;3,11;6,28;18,72
138,25 ;3,38 ;7,66;3,81;5,53;11,28
138,25 ;3,50 ;6,59;4,75;5,62;12,96
138,25 ;3,63 ;6,59;5,67;5,36;14,16
